"Name","Avoid","DateLastVisited","CommentedOnGender","KnowYourClipperLength","PriceRange","AnxietyRating","Friendliness","CutQuality","ID","Created Date","Updated Date","Owner"
"Gentlemen Brothers",true,2017-04-28T23:00:00Z,true,,3,5,2,5,"36fe54a9-7763-445f-96d9-792da94baccf",2018-10-24T16:31:36Z,2018-10-24T16:56:37Z,"e44c04d2-2883-41d6-8f7f-51747dc73346"
