"ID","Created Date","Updated Date","Owner","Name","Avoid","DateLastVisited","CommentedOnGender","KnowYourClipperLength","PriceRange","AnxietyRating","Friendliness","CutQuality","ReviewCount","OverallRating","Website"
"36fe54a9-7763-445f-96d9-792da94baccf",2018-10-24T16:31:36Z,2018-10-24T18:37:34Z,,"Gentlemen Brothers",true,2017-04-28T23:00:00Z,true,,3,5,2,5,,,
